IncidentNumber,CalYear,PropertyCategory,IncGeo_WardCode,IncGeo_WardNameNew,Easting_rounded,Northing_rounded,IncidentStationGround
091992-09062024,2024,Dwelling,E05013713,TUFNELL PARK,529650,185350,Kentish Town
092014-09062024,2024,Dwelling,E05014061,GASCOIGNE,543850,183650,Barking
092028-09062024,2024,Dwelling,,,542950,184850,East Ham
092113-10062024,2024,Dwelling,E05013564,BELMORE,509650,181650,Hillingdon
092139-10062024,2024,Dwelling,E05013693,TOWN,532950,197450,Enfield
092188-10062024,2024,Other Residential,E05013711,ST. PETER'S & CANALSIDE,532150,182650,Shoreditch
092261-10062024,2024,Dwelling,E05011112,ROTHERHITHE,535450,179150,Deptford
092275-10062024,2024,Dwelling,E05009372,HACKNEY CENTRAL,534450,185150,Homerton
092304-10062024,2024,Dwelling,E05013980,RUSH GREEN & CROWLANDS,550650,188450,Romford
092315-10062024,2024,Dwelling,E05014009,BALHAM,528450,173550,Tooting
092405-10062024,2024,Dwelling,E05013568,HAREFIELD VILLAGE,505150,190350,Ruislip
092424-10062024,2024,Dwelling,E05009336,WHITECHAPEL,534450,181350,Whitechapel
092477-10062024,2024,Dwelling,E05013784,NORTH RICHMOND,518550,175550,Richmond
092525-10062024,2024,Other Residential,E05013971,GOOSHAYS,553750,192650,Harold Hill
092528-10062024,2024,Dwelling,E05013637,EDGWARE,520750,192250,Mill Hill
092650-11062024,2024,Dwelling,E05014096,BRIXTON NORTH,531650,175750,Brixton
092664-11062024,2024,Dwelling,E05013500,DOLLIS HILL,521950,187150,Willesden
092707-11062024,2024,Dwelling,E05013742,LILLIE,525250,177750,Fulham
092740-11062024,2024,Dwelling,E05009370,DALSTON,533850,184950,Homerton
092834-11062024,2024,Dwelling,E05013659,HAMPSTEAD TOWN,526750,185450,West Hampstead
092896-11062024,2024,Dwelling,E05013536,SOUTH ACTON,519950,179850,Acton
092938-11062024,2024,Dwelling,E05013546,GREENHILL,516150,188750,Harrow
093006-11062024,2024,Dwelling,E05009332,SHADWELL,534650,181250,Shadwell
093014-11062024,2024,Dwelling,E05013767,SUTTON SOUTH,525950,163450,Sutton
093037-11062024,2024,Dwelling,E05013575,NORTHWOOD HILLS,510150,189950,Ruislip
093044-11062024,2024,Dwelling,E05011108,NUNHEAD & QUEEN'S ROAD,534950,175850,New Cross
093054-11062024,2024,Dwelling,E05014076,EAST GREENWICH,539050,178350,East Greenwich
093077-11062024,2024,Dwelling,E05013521,EALING COMMON,518250,179450,Acton
093108-11062024,2024,Dwelling,E05011104,LONDON BRIDGE & WEST BERMONDSEY,533550,179450,Dockhead
093129-11062024,2024,Dwelling,E05013679,EDMONTON GREEN,534550,193550,Edmonton
093152-11062024,2024,Dwelling,E05014106,KNIGHT'S HILL,531350,172250,West Norwood
093160-11062024,2024,Dwelling,E05013722,FOREST HILL,535250,172950,Forest Hill
093223-12062024,2024,Dwelling,E05011106,NORTH BERMONDSEY,534850,178950,Dockhead
093262-12062024,2024,Dwelling,E05013889,HALE END & HIGHAMS PARK SOUTH,538050,191750,Chingford
093287-12062024,2024,Dwelling,E05013638,EDGWAREBURY,519350,192850,Mill Hill
093364-12062024,2024,Dwelling,E05013973,HAROLD WOOD,555050,190950,Harold Hill
093372-12062024,2024,Other Residential,E05013993,CHISLEHURST,544550,170450,Sidcup
093377-12062024,2024,Dwelling,E05011229,ST. MARY'S & ST. JAMES,548150,170950,Sidcup
093389-12062024,2024,Dwelling,E05013718,CROFTON PARK,536150,173650,Forest Hill
093517-12062024,2024,Dwelling,E05013595,NOEL PARK,530950,190050,Hornsey
093525-12062024,2024,Dwelling,E05013679,EDMONTON GREEN,534250,192650,Edmonton
093534-12062024,2024,Dwelling,E05009394,DALGARNO,523350,181750,North Kensington
093590-12062024,2024,Dwelling,E05009331,ST. PETER'S,534850,182350,Bethnal Green
093658-12062024,2024,Dwelling,E05014006,ST. MARY CRAY,547650,168150,Orpington
093671-12062024,2024,Dwelling,E05009331,ST. PETER'S,534850,182650,Bethnal Green
093673-12062024,2024,Dwelling,E05011465,BROAD GREEN,531950,166450,Croydon
093713-12062024,2024,Dwelling,E05013553,MARLBOROUGH,515550,189350,Harrow
093763-12062024,2024,Dwelling,E05013896,LEYTON,537250,187050,Leyton
093781-12062024,2024,Dwelling,E05013510,STONEBRIDGE,520750,184250,Park Royal
093792-12062024,2024,Dwelling,E05013909,EAST HAM,542150,183450,East Ham
093822-13062024,2024,Dwelling,E05013585,ALEXANDRA PARK,529250,190650,Hornsey
093856-13062024,2024,Dwelling,E05013595,NOEL PARK,530950,190050,Hornsey
093955-13062024,2024,Dwelling,E05013508,QUEENSBURY,518950,189350,Stanmore
094009-13062024,2024,Dwelling,E05009333,SPITALFIELDS & BANGLATOWN,534150,181850,Whitechapel
094011-13062024,2024,Dwelling,E05013586,BOUNDS GREEN,530250,190950,Hornsey
094012-13062024,2024,Dwelling,E05013812,COLLIERS WOOD,527750,170550,Wimbledon
094117-13062024,2024,Dwelling,E05014092,WOOLWICH ARSENAL,544050,179350,Plumstead
094157-13062024,2024,Dwelling,E05011246,ILFORD TOWN,543950,186750,Ilford
094160-13062024,2024,Dwelling,E05014013,FURZEDOWN,528450,171350,Tooting
094162-13062024,2024,Dwelling,E05013905,BOLEYN,541650,183050,East Ham
094298-13062024,2024,Dwelling,E05009397,HOLLAND,523950,179850,Hammersmith
094349-13062024,2024,Dwelling,E05013580,UXBRIDGE,505650,183150,Hillingdon
094369-13062024,2024,Dwelling,E05013586,BOUNDS GREEN,529950,191550,Southgate
094424-13062024,2024,Dwelling,E05014084,KIDBROOKE VILLAGE & SUTCLIFFE,540750,174850,Lee Green
094467-14062024,2024,Dwelling,E05009321,BROMLEY NORTH,537450,182650,Poplar
094778-14062024,2024,Dwelling,E05014076,EAST GREENWICH,539050,178350,East Greenwich
094811-14062024,2024,Dwelling,E05014002,PENGE & CATOR,534950,170850,Beckenham
094869-14062024,2024,Dwelling,E05011101,DULWICH WOOD,533750,171350,West Norwood
094917-14062024,2024,Dwelling,E05009325,LANSBURY,537650,181150,Poplar
094921-14062024,2024,Dwelling,E05013941,NORBITON,519250,169050,Kingston
094948-14062024,2024,Dwelling,E05014011,EAST PUTNEY,524050,174650,Wandsworth
095026-14062024,2024,Dwelling,E05014006,ST. MARY CRAY,547150,166750,Orpington
095054-15062024,2024,Dwelling,E05009332,SHADWELL,535450,180850,Shadwell
095095-15062024,2024,Dwelling,E05011238,CHURCHFIELDS,541350,191150,Woodford
095198-15062024,2024,Dwelling,E05013612,CRANFORD,510550,176350,Feltham
095203-15062024,2024,Dwelling,E05013912,FOREST GATE SOUTH,540450,185150,Stratford
095255-15062024,2024,Dwelling,E05013770,WALLINGTON NORTH,528950,164150,Wallington
095311-15062024,2024,Dwelling,E05013674,BRIMSDOWN,535150,196550,Enfield
095331-15062024,2024,Dwelling,E05013629,BRUNSWICK PARK,528750,193550,Southgate
095343-15062024,2024,Dwelling,E05013687,OAKWOOD,529550,196050,Southgate
095380-15062024,2024,Dwelling,E05014105,KENNINGTON,531050,178650,Lambeth
095397-15062024,2024,Dwelling,E05013934,GREEN LANE & ST. JAMES,520750,167550,New Malden
095438-15062024,2024,Dwelling,E05011108,NUNHEAD & QUEEN'S ROAD,535350,176450,New Cross
095441-15062024,2024,Dwelling,E05013794,CHURCH STREET,526750,182250,Paddington
095467-15062024,2024,Dwelling,E05013909,EAST HAM,542150,183450,East Ham
095540-15062024,2024,Other Residential,E05011095,BOROUGH & BANKSIDE,532250,180250,Dowgate
095558-15062024,2024,Dwelling,E05013548,HARROW WEALD,515450,191850,Stanmore
095582-15062024,2024,Dwelling,E05009318,BLACKWALL & CUBITT TOWN,538450,180450,Poplar
095597-15062024,2024,Dwelling,E05013662,HOLBORN & COVENT GARDEN,531050,182050,Soho
095617-15062024,2024,Other Residential,E05014092,WOOLWICH ARSENAL,543350,179050,Plumstead
095621-15062024,2024,Dwelling,E05013689,PONDERS END,535850,195850,Enfield
095763-16062024,2024,Dwelling,E05013808,WEST END,529250,181850,Euston
095804-16062024,2024,Other Residential,E05013541,WALPOLE,517050,180150,Ealing
095902-16062024,2024,Dwelling,E05009323,CANARY WHARF,537450,179450,Millwall
095907-16062024,2024,Dwelling,E05009333,SPITALFIELDS & BANGLATOWN,533750,181450,Whitechapel
095920-16062024,2024,Dwelling,E05013569,HAYES TOWN,509750,180450,Hayes
095955-16062024,2024,Dwelling,E05014061,GASCOIGNE,544450,183350,Barking
096022-16062024,2024,Dwelling,E05011489,WOODSIDE,534250,167250,Woodside
096035-16062024,2024,Dwelling,E05013738,FULHAM REACH,523950,177950,Hammersmith
096036-16062024,2024,Dwelling,E05013753,WORMHOLT,522550,180350,Hammersmith
096038-16062024,2024,Dwelling,E05014012,FALCONBROOK,526950,175850,Battersea
096084-16062024,2024,Dwelling,E05013712,TOLLINGTON,530550,186750,Holloway
096144-16062024,2024,Dwelling,E05013636,EAST FINCHLEY,526350,190250,Finchley
096148-16062024,2024,Dwelling,E05013803,PIMLICO SOUTH,529150,178150,Lambeth
096158-16062024,2024,Other Residential,E05013716,BROCKLEY,537250,176550,Greenwich
096352-17062024,2024,Dwelling,E05013692,SOUTHGATE,529450,193750,Southgate
096402-17062024,2024,Dwelling,E05013645,MILL HILL,522150,192250,Mill Hill
096441-17062024,2024,Dwelling,E05013829,WIMBLEDON TOWN & DUNDONALD,524650,169750,Wimbledon
096446-17062024,2024,Dwelling,E05009384,STAMFORD HILL WEST,533350,187250,Stoke Newington
096472-17062024,2024,Dwelling,E05013787,SOUTH TWICKENHAM,515750,172550,Twickenham
096473-17062024,2024,Dwelling,E05014098,BRIXTON WINDRUSH,531650,175050,Brixton
096544-17062024,2024,Dwelling,E05014073,BLACKHEATH WESTCOMBE,540450,177450,East Greenwich
096560-17062024,2024,Dwelling,E05013618,HESTON EAST,513550,177050,Heston
096652-17062024,2024,Dwelling,E05013808,WEST END,529150,181650,Soho
096748-17062024,2024,Dwelling,E05009329,ST. DUNSTAN'S,536050,181650,Shadwell
096752-17062024,2024,Dwelling,E05014009,BALHAM,528950,173750,Tooting
096769-17062024,2024,Dwelling,E05013673,BOWES,531450,192050,Edmonton
096771-17062024,2024,Dwelling,E05011106,NORTH BERMONDSEY,534750,178950,Dockhead
096804-17062024,2024,Dwelling,E05011218,BELVEDERE,548950,178750,Erith
096874-17062024,2024,Dwelling,E05014088,PLUMSTEAD COMMON,546050,177950,Plumstead
096922-18062024,2024,Dwelling,E05013753,WORMHOLT,522050,180350,Acton
096999-18062024,2024,Dwelling,E05011247,LOXFORD,544050,185050,Ilford
097047-18062024,2024,Other Residential,E05013768,SUTTON WEST & EAST CHEAM,525550,164350,Sutton
097087-18062024,2024,Dwelling,E05013893,HOE STREET,537750,188150,Leyton
097124-18062024,2024,Dwelling,E05013513,WELSH HARP,520550,187650,Hendon
097149-18062024,2024,Dwelling,E05013782,KEW,519650,177150,Richmond
097161-18062024,2024,Dwelling,E05011484,SOUTH CROYDON,534250,163650,Croydon
097219-18062024,2024,Dwelling,E05013762,ST. HELIER WEST,526050,166650,Mitcham
097221-18062024,2024,Dwelling,E05011486,THORNTON HEATH,532750,168950,Norbury
097279-18062024,2024,Dwelling,E05013525,HANWELL BROADWAY,515650,179850,Ealing
097325-18062024,2024,Dwelling,E05013668,REGENT'S PARK,529250,183250,Euston
097373-18062024,2024,Dwelling,E05013805,REGENT'S PARK,528450,182150,Euston
097525-19062024,2024,Dwelling,E05011108,NUNHEAD & QUEEN'S ROAD,534950,176050,New Cross
097733-19062024,2024,Dwelling,E05013747,SANDS END,526150,176250,Fulham
097829-19062024,2024,Dwelling,E05014110,STOCKWELL EAST,530550,176250,Brixton
097842-19062024,2024,Dwelling,E05013601,TOTTENHAM CENTRAL,533150,189750,Tottenham
097848-19062024,2024,Dwelling,E05011116,SOUTH BERMONDSEY,533950,179150,Dockhead
097859-19062024,2024,Dwelling,E05011233,WEST HEATH,548050,176950,Bexley
097935-19062024,2024,Dwelling,E05013896,LEYTON,537350,186850,Leyton
097958-19062024,2024,Dwelling,E05009333,SPITALFIELDS & BANGLATOWN,534150,181650,Whitechapel
098016-19062024,2024,Dwelling,E05011250,NEWBURY,544850,188250,Ilford
098041-19062024,2024,Dwelling,E05009334,STEPNEY GREEN,535150,181950,Shadwell
098063-19062024,2024,Dwelling,E05013802,PIMLICO NORTH,529150,178450,Lambeth
098207-20062024,2024,Dwelling,E05011217,BARNEHURST,550050,176550,Bexley
098345-20062024,2024,Dwelling,E05013649,WEST HENDON,522550,188150,Hendon
098349-20062024,2024,Dwelling,E05009399,NOTTING DALE,524050,180850,North Kensington
098434-20062024,2024,Dwelling,E05014072,ABBEY WOOD,547250,178650,Plumstead
098500-20062024,2024,Dwelling,E05011487,WADDON,532250,164450,Croydon
098526-20062024,2024,Dwelling,E05014084,KIDBROOKE VILLAGE & SUTCLIFFE,540850,175550,Lee Green
098547-20062024,2024,Dwelling,E05013818,LONGTHORNTON,528950,170050,Norbury
098666-20062024,2024,Dwelling,E05011468,FAIRFIELD,532450,164650,Croydon
098778-20062024,2024,Dwelling,E05014087,PLUMSTEAD & GLYNDON,545250,178450,Plumstead
098804-20062024,2024,Dwelling,E05011245,HAINAULT,546750,192350,Hainault
098817-20062024,2024,Dwelling,E05014079,ELTHAM TOWN & AVERY HILL,543550,174450,Eltham
098836-20062024,2024,Dwelling,E05013632,COLINDALE NORTH,521650,190850,Mill Hill
098883-20062024,2024,Dwelling,E05014100,CLAPHAM EAST,529850,175250,Clapham
098972-21062024,2024,Dwelling,E05013622,HOUNSLOW HEATH,512750,174650,Feltham
099050-21062024,2024,Dwelling,E05013525,HANWELL BROADWAY,515750,180250,Ealing
099053-21062024,2024,Dwelling,E05013772,WORCESTER PARK NORTH,523150,165750,Sutton
099130-21062024,2024,Dwelling,E05013516,WEMBLEY PARK,518950,185650,Wembley
099174-21062024,2024,Dwelling,E05014014,LAVENDER,527550,175250,Battersea
099209-21062024,2024,Dwelling,E05013790,WEST TWICKENHAM,513950,172450,Twickenham
099238-21062024,2024,Dwelling,E05013702,CLERKENWELL,531750,182850,Islington
099300-21062024,2024,Dwelling,E05013769,THE WRYTHE,526950,165550,Sutton
099561-21062024,2024,Dwelling,E05011110,PECKHAM,533950,177250,Peckham
099614-21062024,2024,Dwelling,E05013607,BRENTFORD EAST,517950,178250,Chiswick
099658-22062024,2024,Dwelling,E05011109,OLD KENT ROAD,534150,177650,Old Kent Road
099684-22062024,2024,Dwelling,E05013588,CROUCH END,529650,187950,Hornsey
099733-22062024,2024,Dwelling,E05013794,CHURCH STREET,527250,182550,Paddington
099738-22062024,2024,Dwelling,E05011116,SOUTH BERMONDSEY,534450,178550,Old Kent Road
099756-22062024,2024,Dwelling,E05013991,BROMLEY TOWN,539550,169950,Bromley
099782-22062024,2024,Dwelling,E05009386,VICTORIA,535450,183750,Bethnal Green
099788-22062024,2024,Dwelling,E05011113,RYE LANE,534250,176150,Peckham
099841-22062024,2024,Dwelling,E05014020,SOUTH BALHAM,528450,172850,Tooting
099856-22062024,2024,Dwelling,E05011480,SELSDON & ADDINGTON VILLAGE,535650,163250,Addington
099879-22062024,2024,Dwelling,E05013725,LADYWELL,537950,174450,Lewisham
099912-22062024,2024,Dwelling,E05013589,FORTIS GREEN,527850,189550,Hornsey
099918-22062024,2024,Dwelling,E05013751,WEST KENSINGTON,524850,178150,Fulham
099921-22062024,2024,Dwelling,E05013795,HARROW ROAD,524850,182050,North Kensington
099970-22062024,2024,Dwelling,E05013553,MARLBOROUGH,515650,189050,Harrow
100056-22062024,2024,Dwelling,E05013732,TELEGRAPH HILL,535750,176850,New Cross
100183-22062024,2024,Dwelling,E05014081,GREENWICH PARK,538250,177450,Greenwich
100186-22062024,2024,Dwelling,E05013885,CHINGFORD GREEN,538850,194450,Chingford
100264-22062024,2024,Dwelling,,,543150,186050,Ilford
100341-22062024,2024,Dwelling,E05013897,LEYTONSTONE,539350,187050,Leytonstone
100443-23062024,2024,Dwelling,E05013723,GROVE PARK,540950,172450,Lee Green
100550-23062024,2024,Dwelling,E05011250,NEWBURY,544550,187550,Ilford
100637-23062024,2024,Dwelling,E05013908,CUSTOM HOUSE,541350,181250,Plaistow
100740-23062024,2024,Other Residential,E05011116,SOUTH BERMONDSEY,533650,178750,Old Kent Road
100786-23062024,2024,Dwelling,E05013802,PIMLICO NORTH,528750,178450,Chelsea
100858-23062024,2024,Dwelling,E05009322,BROMLEY SOUTH,538050,182450,Poplar
100917-23062024,2024,Dwelling,E05013517,WILLESDEN GREEN,522750,184550,Willesden
100970-23062024,2024,Dwelling,E05011471,NEW ADDINGTON SOUTH,538450,161750,Addington
101055-24062024,2024,Dwelling,E05013596,NORTHUMBERLAND PARK,534350,190950,Tottenham
101060-24062024,2024,Dwelling,E05013515,WEMBLEY HILL,518850,185650,Wembley
101110-24062024,2024,Dwelling,E05013974,HAVERING-ATTE-BOWER,549850,191950,Romford
101140-24062024,2024,Dwelling,E05011246,ILFORD TOWN,544550,187150,Ilford
101180-24062024,2024,Dwelling,E05013531,NORTHOLT MANDEVILLE,513350,185250,Northolt
101297-24062024,2024,Dwelling,E05009323,CANARY WHARF,537150,179750,Millwall
101299-24062024,2024,Dwelling,E05013922,ROYAL ALBERT,544150,180650,East Ham
101303-24062024,2024,Dwelling,E05011472,NORBURY & POLLARDS HILL,530450,169550,Norbury
101360-24062024,2024,Dwelling,E05014101,CLAPHAM PARK,529150,173650,Tooting
101415-24062024,2024,Dwelling,E05014066,NORTHBURY,543950,184450,Barking
101454-24062024,2024,Dwelling,E05011226,FALCONWOOD & WELLING,545950,174950,Eltham
101466-24062024,2024,Dwelling,E05013927,WEST HAM,539750,183850,Stratford
101509-24062024,2024,Dwelling,E05014086,"MOTTINGHAM, COLDHARBOUR & NEW ELTHAM",543550,171650,Eltham
101522-24062024,2024,Dwelling,E05014066,NORTHBURY,544350,184750,Barking
101989-25062024,2024,Dwelling,E05014057,BECONTREE,547350,186050,Dagenham
101993-25062024,2024,Dwelling,E05014091,WEST THAMESMEAD,545050,179250,Plumstead
102035-25062024,2024,Dwelling,E05013683,HIGHFIELD,531850,193150,Edmonton
102091-25062024,2024,Dwelling,E05013681,GRANGE PARK,532250,194850,Edmonton
102244-25062024,2024,Dwelling,E05011116,SOUTH BERMONDSEY,534450,178650,Old Kent Road
102308-25062024,2024,Dwelling,E05013586,BOUNDS GREEN,530350,190550,Hornsey
102317-25062024,2024,Dwelling,E05013762,ST. HELIER WEST,527250,166150,Mitcham
102321-25062024,2024,Dwelling,E05011246,ILFORD TOWN,543850,186750,Ilford
102443-25062024,2024,Dwelling,E05013938,KINGSTON TOWN,518150,169350,Kingston
102459-26062024,2024,Dwelling,E05009376,HOMERTON,535750,184750,Homerton
102462-26062024,2024,Other Residential,E05013818,LONGTHORNTON,529250,168750,Norbury
102522-26062024,2024,Dwelling,,,541950,185250,East Ham
102528-26062024,2024,Dwelling,E05009335,WEAVERS,533850,182450,Shoreditch
102606-26062024,2024,Other Residential,E05013569,HAYES TOWN,509350,180750,Hayes
102633-26062024,2024,Dwelling,E05011100,DULWICH VILLAGE,532550,174550,Brixton
102672-26062024,2024,Dwelling,E05013762,ST. HELIER WEST,526050,166650,Sutton
102708-26062024,2024,Dwelling,E05013496,ALPERTON,518550,183850,Wembley
102769-26062024,2024,Dwelling,E05013730,RUSHEY GREEN,537450,173850,Lewisham
102780-26062024,2024,Dwelling,E05013719,DEPTFORD,537350,177150,Deptford
102792-26062024,2024,Dwelling,E05013541,WALPOLE,516850,180450,Ealing
102816-26062024,2024,Other Residential,E05009327,MILE END,536550,182450,Bethnal Green
102990-26062024,2024,Dwelling,E05011219,BEXLEYHEATH,548750,175350,Bexley
103065-26062024,2024,Dwelling,E05009326,LIMEHOUSE,536850,180750,Poplar
103081-26062024,2024,Dwelling,E05013796,HYDE PARK,526850,181050,Paddington
103115-26062024,2024,Dwelling,E05013795,HARROW ROAD,524950,182350,North Kensington
103156-26062024,2024,Dwelling,E05011468,FAIRFIELD,532450,166150,Croydon
103161-26062024,2024,Dwelling,E05011225,ERITH,551050,178450,Erith
103240-27062024,2024,Dwelling,E05009322,BROMLEY SOUTH,537850,182450,Poplar
103270-27062024,2024,Dwelling,E05011479,SELHURST,532850,166550,Croydon
103316-27062024,2024,Dwelling,E05014108,OVAL,530350,177150,Lambeth
103471-27062024,2024,Dwelling,E05009321,BROMLEY NORTH,537550,182550,Poplar
103546-27062024,2024,Dwelling,E05009368,CAZENOVE,534050,187050,Stoke Newington
103612-27062024,2024,Dwelling,E05013892,HIGHAM HILL,536250,190550,Walthamstow
103617-27062024,2024,Dwelling,E05013652,BELSIZE,526650,185250,West Hampstead
103650-27062024,2024,Other Residential,E05013735,BROOK GREEN,523850,179350,Hammersmith
103689-27062024,2024,Dwelling,E05013550,HEADSTONE,514150,188750,Harrow
103718-27062024,2024,Dwelling,E05013622,HOUNSLOW HEATH,512850,174950,Feltham
103764-27062024,2024,Other Residential,E05013662,HOLBORN & COVENT GARDEN,530450,181750,Soho
103855-27062024,2024,Dwelling,E05013903,WOOD STREET,538250,189150,Walthamstow
103857-27062024,2024,Dwelling,E05013795,HARROW ROAD,524850,182550,North Kensington
103902-27062024,2024,Dwelling,E05013922,ROYAL ALBERT,543150,180050,East Ham
103949-27062024,2024,Dwelling,E05011219,BEXLEYHEATH,549450,175050,Bexley
103955-27062024,2024,Dwelling,E05013902,WILLIAM MORRIS,536750,190350,Walthamstow
104075-28062024,2024,Dwelling,E05013571,HILLINGDON EAST,508050,184050,Hillingdon
104100-28062024,2024,Other Residential,E05013644,HIGH BARNET,524650,197950,Barnet
104159-28062024,2024,Dwelling,E05013610,CHISWICK HOMEFIELDS,521350,178550,Chiswick
104162-28062024,2024,Dwelling,E05013665,KILBURN,525750,183350,West Hampstead
104163-28062024,2024,Dwelling,E05009380,LEA BRIDGE,534950,185850,Homerton
104255-28062024,2024,Dwelling,E05013974,HAVERING-ATTE-BOWER,549650,191850,Romford
104267-28062024,2024,Dwelling,E05013720,DOWNHAM,539650,171450,Bromley
104312-28062024,2024,Dwelling,E05011104,LONDON BRIDGE & WEST BERMONDSEY,533550,179850,Dockhead
104361-28062024,2024,Dwelling,E05013602,TOTTENHAM HALE,533950,190450,Tottenham
104382-28062024,2024,Dwelling,E05013556,PINNER SOUTH,511850,188850,Harrow
